lat,lon,depth,Jfix
-27.7004,-107.584,6.006,0.0831835
16.5493,-107.105,100,0.0833295
0,139,100,0.083439
28.88,170.205,15,0.083512
22.75,-158,75,0.083658
-15.6002,-75.3345,350,0.0836945
28.139,-158,10,0.0836945
-4.2297,155.362,51.1,0.0837675
18.0451,-133.2619,52,0.083877
39.161,5.1518,12.3,0.08395
29.9167,34.4667,300,0.08395
1.9862,-10.003,60,0.08395
-15.999,-79.5,40,0.08395
-16.749,-76,350,0.08395
73.2089,-157.8037,1,0.08395
74.5,-163,17,0.08395
29.4667,34.9167,5,0.08395
28.732,122.582,11.5,0.08395
18,114.5,1,0.08395
-20.494,-171.8297,5,0.0840595
20.5006,119.4974,25,0.0840595
29.4667,34.9167,100,0.084534
22.75,-158,45,0.0845705
27.937,155.019,7.3,0.0845705
14.5,-30.502,120,0.084607
14.976,-31.958,60,0.0846435
29.4667,34.9167,120,0.084753
21.0664,-150.3526,49,0.0847895
-18.42,-166.06,35.698,0.084826
22.75,-158,125,0.084899
-23.2884,-118.329,20.428,0.0849355
-20,72.55,41,0.084972
-8.9117,-28.9997,70,0.084972
-0.0003,165.0018,150,0.0853005
16.5493,-107.105,65,0.0853005
-18.42,-166.06,180,0.0856655
22.75,-158,75,0.086213
-18.42,-166.06,180,0.086505
-18.3952,-162.9992,165.339,0.086505
-15.0002,87.9935,108.3799,0.0870525
-11.5,-25,20.1047,0.0870525
-13.25,0,39.7906,0.0870525
-20.3208,161.7333,20,0.0871255
31.6335,-64.169,40,0.087308
29.4667,34.9167,60,0.087454
12.4337,-40.1348,75,0.087454
33.9698,18.5868,25.4,0.0876
39.096,5.3422,75.1,0.0876
22.75,-158,73,0.0876
24.52,-109,45,0.0876
34,-129,10,0.0876
-16.333,-80.5,100,0.0876
72.0032,-154.761,63.7,0.0876
35,-8.5,50,0.0876
-39.99,76.4,7,0.0876
29.4,126.752,1,0.0876
-32.9541,-81.6386,64.991,0.0876365
17.33,110.6269,30,0.087673
-29.5603,72.4463,45,0.087819
14.9978,87.9987,32.6991,0.0878555
-6.9,152.5,70,0.0881475
15.59,80.9,75,0.0882935
15.49,80.91,5,0.0882935
-2.001,82.002,62,0.08833
-10.0019,-89.9966,30,0.08833
-20.1268,-123.4068,160.361,0.088622
-19.48,-172.83,200,0.088768
19.8592,-105.714,20,0.089133
-31.8221,-91.4432,4.997,0.089279
17.7,110.1747,30,0.089279
-61,-170,7.66,0.089425
18,115.5,10,0.089425
-4.668,-7.061,101,0.089936
34.876,-13.1352,81,0.0907755
-10,-81.5,50,0.0912135
20.497,116.4999,25,0.0912135
39.161,5.1518,50.3,0.09125
8.014,155.006,1,0.09125
-16.749,-83.999,125,0.09125
-16.232,-75.666,400,0.09125
73.3,-154.1,25,0.09125
14.7565,-109.321,111,0.09125
28.963,122.227,6.6,0.09125
42.2279,-67.3129,5.1,0.0915055
42.2279,-67.3129,5.1,0.0915055
17.5004,-25.2601,50,0.091542
-26.0129,-113.9901,61.321,0.0917975
0.0026,173.966,105,0.091834
-9.06,-79.979,300.6,0.092053
7.1731,-55.9272,100,0.092126
22.75,-158,125,0.092126
22.75,-158,75,0.0925275
31.6335,-64.169,5,0.0926735
12,135,153,0.092929
31.6335,-64.169,80,0.092929
0.001,83,115,0.093075
29.4667,34.9167,400,0.093148
-32.3035,-87.4258,49.964,0.0931845
-22,170,650,0.094097
23.841,-159.239,25,0.094097
0.3567,156.0018,150,0.0941335
-31.8221,-91.4432,60.258,0.0941335
-10.0228,-82.5993,1,0.094462
-16.749,-78.001,400,0.094535
19.681,-63.6701,115,0.094681
27.803,-23.33,25,0.0947175
30.4018,-140.2041,40,0.0949
-5.0085,-1.95,4,0.0949
-3.9972,4.9988,35,0.0949
-16.749,-78.001,400,0.0949
-16.749,-78,350,0.0949
71.335,-157.6645,18,0.0949
27.419,124.68,32.9,0.0949
-16.75,-114,1,0.0950095
16.52,82.34,5,0.0950825
-16.749,-78,350,0.095265
10,68.75,7,0.095338
20.4422,-45.8806,60,0.0954475
39.3611,-73.8001,32.2,0.09563
39.3611,-73.8001,32.2,0.09563
7.1731,-55.9272,1,0.095776
34.885,16.6985,5.1,0.0961045
24.52,-109,35,0.09636
-10,-83,5,0.09636
11,-19,34,0.09636
22.75,-158,75,0.0963965
19.6692,-61.0781,100,0.0965425
25.6693,-65.0946,5,0.0966885
-15.0002,87.9935,150.4628,0.0968345
-6,-81.15,70,0.09709
16.5493,-107.105,64,0.0971995
19.681,-63.6701,150,0.0974185
-37,-73.6,20,0.097528
39.3611,-73.8001,2.7,0.097747
39.3611,-73.8001,2.7,0.097747
7.3243,-25.9968,6,0.0978565
27.648,-22.392,15,0.0981485
29.1828,-19.8682,5,0.0982215
-30.6992,-95.8264,49.691,0.098258
28.4,126.9,55,0.09855
33.9698,18.5868,11.9,0.09855
22.75,-158,25,0.09855
71.7736,-155.3306,9,0.09855
72.3914,-155.4027,41.4,0.09855
72.3,-156.4,2,0.09855
42.5167,139.7,65,0.09855
31.042,122.779,1,0.09855
-40,-170,41,0.09855
0.0013,179.9993,95,0.0985865
14.5,-35.001,150,0.0987325
18.72,108.224,10,0.098915
16.5493,-107.105,110,0.0991705
14.3,-46.15,150,0.099645
-66.3,-170,7.66,0.099645
34.5393,-76.3971,300.88,0.099645
29.4667,34.9167,120,0.0997545
23.18,-159.277,75,0.099791
21.9259,-29.0011,5,0.0998275
-16.7445,-104.6667,1,0.10001
-14.1995,-77.5004,300,0.10074
41.1697,-67.6205,1,0.100813
41.1697,-67.6205,1,0.100813
24.62,-160.85,75,0.100959
-37.5,-75.7,10,0.1009955
-37,-73.6,1,0.1009955
22.75,-158,100,0.101324
-32.6674,-84.2054,9.998,0.1014335
7.3243,-25.9968,24,0.101543
0.03,-24.9737,10,0.101616
9,-19.5,34,0.101616
-11.0605,156.2155,149.8,0.101762
15.49,80.91,50,0.1018715
16.49,82.36,100,0.1018715
20.1,88.35,5,0.1020175
-30.6992,-95.8264,69.868,0.1022
22.75,-158,125,0.1022
-16.749,-76,300,0.1022
-16.749,-76,400,0.1022
74.9,-154.6,2,0.1022
26.73,-31.83,123,0.1025285
-13.0089,-81.8656,30,0.102565
21.04,87.43,25,0.102711
0,159,75,0.102784
20.6996,-18.5699,12,0.1028935
-15.6002,-75.3345,100,0.103076
-6.19,-81.14,51.4,0.1031125
20.9233,-31.6851,40,0.103733
0.001,-154.9999,5,0.1037695
-21.165,-175.9636,90,0.1041345
22.7783,-158.0833,200,0.1042075
9.25,-21.5,34,0.104244
22.75,-158,1,0.10439
22.75,-158,5,0.10439
30.39,127.76,60,0.10439
-13.103,-0.328,75,0.10439
24.45,130.22,1,0.1047915
7.1731,-55.9272,100,0.1049375
17.82,109.097,1,0.10512
26.51,-110.4,35,0.10512
26.51,-110.4,40,0.10512
24.52,-109,23,0.10512
-20,-100,10,0.10512
12,-21,50,0.10512
14.5,-19.25,17,0.10512
8,-21,34,0.10512
11,143,75,0.1053025
22.75,-158,44,0.10585
0.003,154.985,1,0.10585
24.45,130.22,1,0.10585
11.4048,-29.3666,10,0.10585
41.25,18,5,0.10585
-2.5,5.0006,30,0.10585
-3.9972,4.9988,50,0.10585
-16.333,-80.5,200,0.10585
73.4755,-160.1362,1,0.10585
22.75,-158,75,0.10585
31.993,125.504,1,0.10585
26.7856,124.0664,75,0.10585
20.4989,118.4964,75,0.1069815
-19.9925,88.0012,1,0.1070545
29.9167,34.4667,10,0.1071275
21.9259,-29.0011,70,0.107237
22.75,-158,100,0.1073465
-32.9541,-81.6386,9.954,0.107748
22.75,-158,100,0.1077845
22.75,-158,75,0.107967
23.69,-20.1823,77,0.1080035
14.3,-49.15,100,0.1083685
22.75,-158,75,0.109062
27.937,155.019,1,0.1095
11.5,179,1,0.1095
22.75,-158,5,0.1095
27.75,-23.395,25,0.1095
27.538,-22.572,25,0.1095
32.17,34.58,5,0.1095
29.9167,34.4667,85,0.1095
-5.0169,-9.5219,4,0.1095
39.3332,142.1663,62,0.1095
-16.749,-83.999,201,0.1095
-16.232,-75.666,500,0.1095
-16.155,-76.807,299.2,0.1095
35,-8.5,10,0.1095
29.85,34.6,5,0.1095
18,116.25,88,0.1095
18,116.25,100,0.1095
-18.4608,-165.8863,120.466,0.1095
29.4,126.752,23,0.1095
-40,-170,1,0.1095
-40,-170,18,0.1095
22.75,-158,1,0.109938
22.75,-158,5,0.109938
-13.999,-85.834,300,0.11023
22.75,-158,75,0.11023
30.1583,-64.4,40,0.110376
12,135,46,0.110376
-27.7004,-107.584,201.184,0.110522
29.9167,34.4667,10,0.1105585
14.3,-46.15,115,0.11096
-4.9953,88.0085,99.1333,0.111179
22.75,-158,45,0.1112155
-9.45,144.28,56,0.111325
-36.5,-74.99,50,0.1114345
20.062,155.025,25.7,0.1115075
-10.0228,-82.5993,5,0.1116535
-67.9392,36.3935,11.43,0.111763
8,143,100,0.111909
17.7,110.1747,10,0.1119455
20.1,88.35,1,0.1120185
17.61,83.76,5,0.112055
16.4,82.5,10,0.112055
-56,-170,7.66,0.112055
14.3,-56.45,120,0.112128
-2.263,-9.253,84,0.112274
-18.42,-166.06,35,0.1124565
-12.068,-79,201.4,0.112858
22.75,-158,45,0.11315
29.9167,34.4667,200,0.11315
-16.749,-83.999,5,0.11315
-15.999,-79.5,100,0.11315
67.9985,-168.7774,24.9,0.11315
71.7736,-155.3306,28.7,0.11315
71.8323,-153.8246,1,0.11315
73.2089,-157.8037,29.6,0.11315
22.75,-158,25,0.11315
20.5,120.5,100,0.11315
31.993,125.504,15,0.11315
27.1681,-64.8632,200,0.11315
17.7,110.1747,1,0.113223
24.8595,-158.5685,100,0.113296
16.9,-25,30,0.11388
30.1,-113.86,7,0.11388
27,-111.42,13,0.11388
24.52,-109,6,0.11388
32.51,-120.5,23,0.11388
-20,-80,100,0.11388
18.22,109.294,1,0.11388
20.54,87.9,75,0.1145735
7.86,-23.2314,12,0.1146465
35.467,28.2,120,0.1148655
29.9167,34.4833,119.791,0.1148655
0,139,75,0.1149385
17.51,109.287,90,0.115121
-4.9398,153.6012,48.5,0.115121
-7.166,149.9987,50.7,0.11534
12,135,153,0.1153765
-18.4608,-165.8863,6.122,0.1154495
20.54,87.9,5,0.1155955
11.5,-22.5,34,0.115632
30.1583,-64.4,120,0.1163985
-20.1268,-123.4068,80.67,0.1166175
2.985,1.2185,40,0.1168
73.1359,-162.2986,1,0.1168
73.3103,-160.7601,1,0.1168
73.4755,-160.1362,24.6,0.1168
72.0018,-168.7458,37.1,0.1168
39.729,-72.537,6,0.1168
43.864,-66.608,6,0.1168
29.4667,34.9167,100,0.1168
-23,-100,29,0.1168
22.75,-158,75,0.1169095
20.5006,119.4974,100,0.117092
-7.393,-4.905,45,0.117092
22.75,-158,100,0.1172015
16.9,-25,150,0.117238
24.45,130.22,34.2,0.1176395
-7.393,-4.905,73,0.1178585
22.75,-158,1,0.1178585
22.75,-158,5,0.1178585
22.75,-158,25,0.1180045
7.1731,-55.9272,1,0.1181505
12,135,153,0.118187
-13.999,-85.833,40.5,0.11826
18.7966,-32.2883,2,0.1184425
24.45,130.22,56.5333,0.1185885
29.05,129.85,91.0667,0.1187345
-21.4574,-70.8757,45.1282,0.1187345
19.8592,-105.714,50,0.1188805
-54,-169.9,7.66,0.11899
38.1023,10.2255,5,0.119136
-10.0019,-89.9966,1,0.119355
35.6683,14.1002,80.6,0.1193915
0.3567,156.0018,30,0.1195375
-20.1268,-123.4068,129.804,0.1196835
-15.0002,87.9935,50.4571,0.1199755
33.5828,31.93,95.5,0.120158
14.3,-41.45,200,0.120377
11.0069,149.9658,25,0.1204135
33.9698,18.5868,50.8,0.12045
31.5,179,1,0.12045
31.312,-140.3481,42,0.12045
29.9167,34.4667,301,0.12045
39.3318,142.8352,1,0.12045
10,-170,24,0.12045
24,-170,113,0.12045
72.2926,-156.0274,1,0.12045
74.4617,-166.6356,87.3,0.12045
74,-152.3,35,0.12045
27.419,124.68,65.8,0.12045
-15,-120,1,0.12045
-20.1268,-123.4068,5.696,0.120669
-18.42,-166.06,25,0.121107
26.049,-17.4585,89,0.121399
40.6446,-69.411,9.9,0.1215085
40.6446,-69.411,9.9,0.1215085
-24.0077,111.016,115.993,0.1216545
19.6631,-57.7934,60,0.1218005
18.35,108.675,1,0.12264
18.3,108.929,1,0.12264
29.3046,-36.6973,3,0.123005
33.7625,29.1758,5.2,0.1234795
26.3338,-158.0111,125,0.1236985
-4.49,146.05,70,0.1239175
-32.9742,-31.0147,16,0.124027
30,-170,140,0.1241
72.3823,-155.9961,1,0.1241
22.75,-158,100,0.1241
29.4667,34.9167,500,0.1241
29.4667,34.9167,5,0.1241
29.4667,34.9167,700,0.1241
-20.1268,-123.4068,98.993,0.124684
-33.3248,-78.3672,30.293,0.1247935
29.1848,-15.4518,50,0.1255965
21.04,87.43,1,0.125633
-25.4155,-30.0884,38,0.1259615
-15.916,-85.95,41,0.12629
22.6785,-65.514,80,0.1263265
12,135,1,0.126436
14.5,-35.001,110,0.1269105
22.75,-158,100,0.1273485
29.9167,34.4667,10,0.12775
72.0032,-154.761,16,0.12775
19.508,-111.895,2000,0.12775
31.847,-119.575,3,0.12775
26.2622,121.5522,30,0.12775
41.6901,-66.0876,3.1,0.1277865
41.6901,-66.0876,3.1,0.1277865
17.59,110.0713,10,0.128334
-26.0641,-114.0267,89.011,0.1285165
22.75,-158,100,0.128626
19.6692,-61.0781,200,0.128699
22.75,-158,100,0.1288815
-29.9169,-98.8708,59.759,0.12921
0.0043,-140.0006,18,0.1292465
0,151,100,0.1298305
42.0025,-9.0059,5,0.130451
22.75,-158,45,0.1304875
16.4642,88.0515,54,0.13067
14.3,-54.3,115,0.1307065
26.8373,-56.0611,160,0.130962
33.7009,-32.9969,16,0.131035
27.798,-23.345,25,0.131035
-33,5.9,59,0.1312905
19.5,179,1,0.1314
-5,179,1,0.1314
21.49,-109.51,45,0.1314
-10,-86,80,0.1314
-15.998,-79.5,200,0.1314
5,-170,1,0.1314
19.508,-111.895,3001,0.1314
14.5,-19.25,34,0.1314
28.9658,125.655,21.7,0.1314
31,125.619,26,0.1314
27.512,-23.215,15,0.1314365
35.6683,14.1002,4.5,0.1315825
-32.9541,-81.6386,20.376,0.131911
12,135,1,0.131911
7.1731,-55.9272,1,0.132057
-38.8595,-38.5905,2,0.1321665
4,143,100,0.132568
12,135,76,0.1329695
9.5,-21.75,34,0.133152
-32.9541,-81.6386,50.776,0.1331885
-11.5129,-134.3524,60.283,0.1334075
40.018,-72.1742,20,0.133517
40.018,-72.1742,20,0.133517
22.75,-158,75,0.13359
-17.5,-154.3333,1,0.13359
16.75,69,46,0.1336265
0,153,100,0.1336995
22.75,-158,75,0.1337725
27.803,-23.33,15,0.1337725
22.75,-158,25,0.134612
-20.005,-99.9886,10,0.134904
14.5,-30.502,150,0.1349405
-21.165,-175.9636,135,0.1349405
-28.4363,-104.7483,61.109,0.134977
37.87,-123.06,10,0.134977
22.75,-158,1,0.1350135
22.75,-158,5,0.1350135
27.5,179,1,0.13505
-0.6624,-10.0004,4,0.13505
72.3404,-155.3916,19.4,0.13505
73.3,-154.1,2,0.13505
-29.99,-120,168,0.13505
-17.3758,155.8,5,0.135123
31.5,-32.9996,14,0.1352325
26.22,-30.28,50,0.135269
24.8595,-158.5685,75,0.1354515
12.072,154.938,10.3,0.1358895
22.6785,-65.514,80,0.1360355
23.0001,-19.31,50,0.136364
-22.9789,-36.9527,47,0.1364735
9.25,-21.5,17,0.136656
-3.44,148.48,70,0.136729
-19.9882,-175.667,91.085,0.1371305
14.3,-54.3,160,0.137167
22.75,-158,100,0.1372035
-19.6804,-29.1247,70,0.1372765
-20.4685,-70.9619,4,0.1374955
-16,-75.251,100,0.1376415
20.062,155.025,54.3,0.137751
31.892,-148.714,15,0.1377875
22.75,-158,45,0.1378605
29.4667,34.9167,120,0.1381525
-16.749,-78,300,0.138335
-26.0641,-114.0267,70.676,0.1385175
29.9167,34.4667,160,0.1387
-5.0169,-9.5219,45,0.1387
-1.6664,-0.0006,25,0.1387
-17.166,-83.583,200,0.1387
-16.749,-78,300,0.1387
36.946,-75.18,6,0.1387
32.919,124.776,1,0.1387
30.9958,-10.9078,5,0.1390285
-18.42,-166.06,70,0.139065
-19.9764,-170.0301,5,0.1392475
31.6335,-64.169,80,0.1395395
22.75,-158,100,0.139576
-56,-170,7.66,0.139795
14.3,-39.3,200,0.139941
22.75,-158,75,0.1400505
24.52,-109,10,0.14016
-20,-80,10,0.14016
18.72,108.224,1,0.14016
18.74,108.582,1,0.14016
-4.9953,88.0085,34.7606,0.1404155
18.41,110.6707,1,0.140452
-12.068,-79,301.5,0.140452
-16.3994,154.3181,5,0.140525
23,-21.82,5,0.1405615
22.75,-158,45,0.140598
18.71,107.765,10,0.1407075
2.405,-13.602,10,0.140744
-20.1268,-123.4068,54.947,0.141036
22.75,-158,100,0.141109
-32.6674,-84.2054,70.204,0.141182
29.4667,34.9167,120,0.1418025
22.75,-158,75,0.141839
-32.6674,-84.2054,30.041,0.14235
35.9,-7,5,0.14235
-16.333,-80.5,40,0.14235
5,-170,37,0.14235
72.3404,-155.3916,1,0.14235
74.9,-156.4,2,0.14235
73,-157.9,34,0.14235
28.732,122.582,1,0.14235
30.422,123.781,1,0.14235
28.419,123.073,24,0.14235
0,-135.01,63,0.14235
-23,-100,205,0.14235
-11.5,-25,40.2094,0.142423
-37.5,-75.7,1,0.142788
11,143,30,0.1428975
-29.9169,-98.8708,80.792,0.1432625
37.1675,11.9982,5.1,0.1435545
20.4989,118.4964,100,0.143591
-20.4685,-70.9619,40,0.143737
12,135,153,0.1437735
-15.299,-75.334,130,0.143956
22.6785,-65.514,115,0.143956
21,119,12,0.144175
7.1731,-55.9272,100,0.144686
10.59,-22.5146,3,0.1453065
1,143,100,0.145416
-18.5084,-125.9483,79.44,0.1459635
22.75,-158,74,0.146
-9,179,1,0.146
27.572,-22.545,25,0.146
69.5,-138,4.1,0.146
74,-152.3,2,0.146
28.2,34.3,80,0.146
18,116,100,0.146
-23,-100,72,0.146
-23,-100,145,0.146
24.45,130.22,17.5,0.146219
22.75,-158,100,0.146438
29.9167,34.4667,1,0.1464745
22.75,-158,75,0.146584
-24.0077,111.016,83.185,0.146584
-10.0019,-89.9966,15,0.1466205
19.6503,-54.6094,5,0.146803
26.3338,-158.0111,100,0.1472045
-19.9925,88.0012,109,0.147387
27.1681,-64.8632,80,0.1474965
22.75,-158,125,0.1476425
-9.9717,153.2147,5.4,0.1485915
-33.3248,-78.3672,50.417,0.148701
19.6503,-54.6094,80,0.148774
18.31,109.105,1,0.14892
-10,-91,145,0.14892
-11.5129,-134.3524,49.683,0.1491755
12,135,46,0.149285
15,128,1,0.14965
-6.0035,4.9948,30,0.14965
71.335,-157.6645,1,0.14965
71.335,-157.6645,27.8,0.14965
71.8,-155.4,23,0.14965
22.75,-158,100,0.14965
17.5001,-23.0313,5,0.1498325
20.31,111.1698,1,0.149942
20.5006,119.4974,1,0.150234
-17.5,-167.6667,1,0.150234
-4.668,-7.061,47,0.150526
-31.0973,110.2387,52,0.1505625
34.876,-13.1352,49,0.150745
16.5493,-107.105,5,0.1507815
42.2761,-69.2555,2.5,0.150891
42.2761,-69.2555,2.5,0.150891
34.5393,-76.3971,473.12,0.150964
22.75,-158,100,0.1510735
-13.3118,-132.3917,100.024,0.151475
-18.1689,157.1919,5,0.151475
-21,-175,40,0.1515115
-32.9541,-81.6386,35.373,0.1515115
-30.6992,-95.8264,30.215,0.1518765
-17.4972,-159.6695,1,0.1519495
-22.39,166.21,10,0.1520955
11.0069,149.9658,5,0.152351
-6,-81.15,200,0.15257
18.71,107.765,30,0.152643
20.4987,117.4986,1,0.1526795
18.74,108.582,18,0.152789
20,128,1,0.1533
10,-170,47,0.1533
71.9516,-158.0012,9.6,0.1533
71.8,-155.4,2,0.1533
41.69,-66.088,6,0.1533
28.9658,125.655,43.3,0.1533
25.5275,122.5978,85,0.1533
26.9636,126.1197,80,0.1533
22.75,-158,25,0.1535555
55.5,10.85,1,0.153665
34.885,16.6985,80.6,0.153738
-18,159.9,800,0.154103
14.3,-46.15,200,0.154322
22.6785,-65.514,5,0.154541
27.538,-22.572,15,0.154614
14.7565,-109.321,4,0.1547235
0.001,83,57,0.15476
12.072,154.938,35.1,0.154833
27.75,-23.395,15,0.155052
22.75,-158,25,0.155125
18,115.5,1,0.155125
-30.6992,-95.8264,15.746,0.155198
22.75,-158,75,0.155198
22.75,-158,1,0.155344
22.75,-158,5,0.155344
-0.7729,-29.0028,40,0.1554535
38.6375,7.9178,5.2,0.1554535
5.9821,-29.003,5,0.155563
-18.42,-166.06,10,0.1556725
-16.75,-87.6695,1,0.155855
39.096,5.3422,12.2,0.15695
22.75,-158,45,0.15695
31.508,-120.243,10,0.15695
-7.999,152.5005,134.7,0.1569865
28.72,130.97,54.8333,0.157096
17.79,109.286,77,0.157607
21.49,-109.51,5,0.15768
26.51,-110.4,23,0.15768
27.572,-22.545,15,0.157826
-16.7528,-102.0055,1,0.157826
18.23,111.0152,1,0.158045
29.9167,34.4667,50,0.1583735
17.1947,135.0044,75,0.158702
22.7783,-158.0833,75,0.1587385
14.499,-26.001,74,0.1589575
19,115.5,100,0.158994
-10.9988,162.999,49.9,0.159067
19,115.5,150,0.159067
1,143,75,0.159067
4.173,155.006,57.2,0.15914
26.25,133.17,15,0.1592495
20.062,155.025,8,0.15987
-36.5,-74.99,20,0.1601985
20.062,155.025,1,0.1606
-38.1,-48.2,11,0.1606
5,-170,16,0.1606
27.5733,122.915,55,0.1606
31.6335,-64.169,40,0.1607825
22.75,-158,100,0.1610015
33.3463,-76.1075,178.92,0.161038
22.6785,-65.514,140,0.1612935
-2.263,-9.253,63,0.1615855
18,112.5,1,0.1618045
22.75,-158,75,0.16206
0,145,75,0.162498
-18.42,-166.06,90,0.162717
-19.4231,-175.1331,135,0.1628265
-0.0003,165.0018,45,0.163155
39.0613,-74.117,2.8,0.1632645
39.0613,-74.117,2.8,0.1632645
22.75,-158,75,0.1638485
-32.6674,-84.2054,49.683,0.1638485
13.9083,-29.0105,5,0.1642135
39.3332,142.1663,1,0.16425
38.4177,142.3338,1,0.16425
72.1746,-156.2242,1,0.16425
28.795,-114.931,38,0.16425
32.919,124.776,10,0.16425
-15,-120,24,0.16425
-16,-75,100,0.1643595
42.1869,-66.6249,5.1,0.164396
42.1869,-66.6249,5.1,0.164396
14.499,-26.001,95,0.1647245
25.1293,125.6739,36,0.1650165
20.0041,-52.6323,5,0.1652355
22.75,-158,45,0.1658195
-20.4987,-171.6814,5,0.166221
-18.5084,-125.9483,40.726,0.1667685
19.667,-46.1509,120,0.166878
14.5,-21.501,100,0.166878
30.1583,-64.4,5,0.1669145
22.75,-158,100,0.1674985
-26.25,-103.96,5,0.167754
71,-71.5,30.13,0.1679
-16.333,-80.5,500,0.1679
-15.54,-75.614,200.9,0.1679
24,-170,157,0.1679
42.175,-70.105,6,0.1679
33.201,122.612,8,0.1679
4,143,75,0.1681555
22.75,-158,45,0.1688125
38.533,-73.2465,1,0.1690315
38.533,-73.2465,1,0.1690315
-66.4677,49.5195,52.1068,0.169068
-19.4181,-174.9522,135,0.1694695
15.49,80.91,1,0.1697615
-31.8221,-91.4432,30.185,0.1704185
-20.005,-99.9886,1,0.1704915
-12.068,-79.004,52,0.1706375
2.405,-13.602,114,0.170674
-18.42,-166.06,150,0.1707835
22.75,-158,45,0.1709295
8.472,-18.6202,83,0.1715135
31.847,-119.575,10,0.17155
-20,-100,120,0.17155
38.1023,10.2255,60.4,0.1716595
-31.8692,-91.4126,59.606,0.171696
40.6447,-71.6063,52.5,0.1719515
40.6447,-71.6063,52.5,0.1719515
-9.06,-79.979,151.1,0.1719515
-20.5069,-177.1342,15,0.172645
22.75,-158,1,0.173083
22.75,-158,10,0.173083
10.0001,-28.7721,30,0.1731195
21.5,-157.8,1,0.173375
14.3,-56.45,160,0.173375
0,145,100,0.1736305
17.8738,-29.0166,5,0.174178
0.3567,156.0018,7,0.1745065
-16.8684,-128.3829,59.789,0.174835
22.75,-158,45,0.174981
32.51,-120.5,1,0.1752
32.51,-120.5,40,0.1752
-10,-100,100,0.1752
17.92,108.627,1,0.1752
-16.749,-78,200,0.1752
1.666,-85.833,5,0.1752
39.061,-74.117,6,0.1752
30.9436,127.0369,1,0.1752
30.9436,127.0369,14.8,0.1752
21,111.7767,1,0.175638
-20.5486,175.815,109,0.1756745
-20.9872,5.9977,30,0.1759665
14.5,-30.502,200,0.176514
16.52,82.34,1,0.1765505
16.4,82.5,5,0.1765505
0,153,75,0.176733
-53,-170,7.66,0.17739
-31.8692,-91.4126,39.894,0.1780105
37.87,-123.06,80,0.178485
40.6892,-72.6088,2.6,0.1785945
40.6892,-72.6088,2.6,0.1785945
-3.22,152.29,100,0.1787405
12.4337,-40.1348,15,0.178777
39.3318,142.8352,1,0.17885
71.8,-164.8,24,0.17885
29.4667,34.9167,700,0.17885
-35,-170,96,0.17885
34.1852,22.161,110.1,0.179142
33.7625,29.1758,105.5,0.1796165
12,135,76,0.1797625
22.75,-158,75,0.179799
0,151,75,0.1798355
22.75,-158,100,0.1799085
14.3,-32.45,150,0.1803465
33.9032,26.8353,5,0.1804925
-20.1307,-168.8324,5,0.180675
-19.233,164.5813,71.439,0.1807845
0.03,-24.9737,2,0.1809305
-37.5,-74.02,10,0.181113
-36.5,-74.99,1,0.181113
14.499,-26.001,132,0.1814415
25.1601,-53.4018,5,0.18177
22.75,-158,100,0.181989
4,143,30,0.1823175
27.75,-23.395,40,0.1825
27.538,-22.572,40,0.1825
27.572,-22.545,40,0.1825
-37.5,-74.02,1,0.1825
-16.333,-80.5,5,0.1825
28.9,34.3,5,0.1825
15.5097,155.3348,99.207,0.1825
19.0981,161.8278,1,0.1825
18,110,1,0.1825
0.003,154.985,8.6,0.1829745
22.75,-158,75,0.1837775
12.072,154.938,69.9,0.1839235
27,-111.42,7,0.18396
26.51,-110.4,30,0.18396
-10,-95,100,0.18396
18.17,108.353,1,0.18396
9,-19.5,17,0.18396
-12.068,-79.004,101.2,0.1842885
-15.0002,87.9935,1,0.1844345
-29.9169,-98.8708,50.202,0.184471
-37.5,-75.7,20,0.1845805
10.75,-21.75,17,0.184836
31.6335,-64.169,60,0.1850915
-21.1167,163.7167,1,0.185347
19.622,152.743,15,0.185639
14.5,-21.501,200,0.186004
-18.5084,-125.9483,100.486,0.1860405
-0.6624,-10.0004,4,0.18615
-16.749,-83.999,150,0.18615
73.1359,-162.2986,19.7,0.18615
36.519,-74.852,6,0.18615
28.732,122.582,5.8,0.18615
-18.5084,-125.9483,150.169,0.186296
-68.7223,38.6542,1,0.187099
0.003,154.985,57.7,0.187099
37.1675,11.9982,70.5,0.1874275
0.0043,-140.0006,5,0.187464
36.946,-75.18,24.9,0.1878655
36.946,-75.18,24.9,0.1878655
-19.9992,-74.0006,79.7,0.1880115
-19.9925,88.0012,47.8265,0.1886685
-15.6002,-75.3345,250,0.1890335
14.5,-35.001,200,0.1891795
10.75,-21.75,5,0.189216
-16.749,-78,40,0.189435
-16.749,-78,40,0.1898
42.187,-66.625,6,0.1898
-20.01,-120,18,0.1898
14.5,-28.251,70,0.1899095
1,143,1,0.190092
16.5493,-107.105,3.5,0.190457
29.4667,34.9167,100,0.190457
-18.5571,-175.8298,6,0.190968
11.0039,129.9625,50,0.191041
14.5,-30.502,85,0.1910775
-18.5084,-125.9483,20.771,0.1924645
-11.9982,107.1203,1,0.1926835
-18.5084,-125.9483,131.161,0.19272
27,-111.42,6,0.19272
20.52,-106.51,40,0.19272
24.52,-109,17,0.19272
-20,-80,75,0.19272
-10,-91,90,0.19272
18.71,107.765,1,0.19272
4,143,1,0.192939
