lat,lon,depth,Jfix
23.18,-159.277,100,0.0294555
19.6682,-48.8725,120,0.029492
-32.8089,12.7672,48,0.0295285
-20,168,650,0.0295285
-20,168,800,0.0295285
-20.95,178.65,650,0.029565
22.75,-158,100,0.029711
12.41,-27.25,150,0.029784
39.1838,-72.7908,29.5,0.0300395
39.1838,-72.7908,29.5,0.0300395
17.33,110.6269,10,0.030076
35.4633,-158,10,0.0301125
-21,-175,135,0.030222
-23.2884,-118.329,151.239,0.0302585
19.6682,-48.8725,150,0.030295
-9.06,-79.979,599.8,0.030368
-10,-79,45,0.030368
23.4356,-34.9116,5,0.0304045
-19.48,-172.83,800,0.0304045
-11.9,-25,115,0.0304775
17.5,-33.5,13,0.030514
-18.2682,-159.9992,116.427,0.0305505
-18.63,162.12,650,0.0305505
26.22,-30.28,150,0.0306235
-27.7004,-107.584,120.283,0.03066
30.9541,-11.4027,5,0.03066
-2.001,82.002,1,0.03066
-21.37,172.13,500,0.0306965
22.75,-158,125,0.030733
22.75,-158,125,0.030733
12,135,153,0.030733
0.0001,87.0004,1,0.031025
22.75,-158,100,0.0310615
22.75,-158,125,0.0310615
-23.5624,-29.2454,5,0.031098
-20.4685,-70.9619,175,0.031244
22.75,-158,100,0.0312805
5.6,-45.6,5,0.0312805
-32.3035,-87.4258,80.231,0.0312805
41.8413,-9.0595,5,0.031317
30.39,127.76,102,0.031317
22.75,-158,75,0.0313535
-0.0008,160.5,80,0.03139
21.8006,-58.0251,60,0.0314265
-18.27,-160,200,0.0314265
22.75,-158,100,0.0316455
20.4422,-45.8806,60,0.031755
-20.7,176.4,500,0.031828
22.75,-158,75,0.0319375
-6.17,152.5,70,0.0320105
22.75,-158,125,0.0321565
11.79,-43.45,5,0.032193
-19.6772,160.4769,40,0.0323025
38.5231,-73.2317,2.6,0.0323755
38.5231,-73.2317,2.6,0.0323755
28.4996,-58.8374,5,0.032412
28.4996,-58.8374,145,0.032485
0,-85.833,356.2,0.032485
22.75,-158,125,0.032558
19.681,-63.6701,60,0.0326675
24.8691,-157.478,100,0.0327405
24.8691,-157.478,125,0.0327405
9,-23,59,0.03285
32.95,34.75,500,0.03285
2.4946,-23.0005,80,0.03285
-0.0248,-0.0001,70,0.03285
-15.998,-79.5,350,0.03285
-15.916,-85.95,350,0.03285
36.5,28,10,0.03285
42.158,-68.871,6,0.03285
32.171,123.432,9,0.03285
-17.9418,159.9255,70.902,0.03285
-21.37,172.13,650,0.0329595
-33.3248,-78.3672,10.35,0.032996
-18.2417,158.8953,40,0.0331055
28.4996,-58.8374,60,0.033215
25.1601,-53.4018,60,0.033215
-31.8143,6.8434,85,0.033288
26.8373,-56.0611,60,0.033288
12,135,153,0.0333975
-22.9789,-36.9527,74,0.033507
23.5866,-50.9101,150,0.033507
-26.1,-11.1,57,0.033507
22.6785,-65.514,5,0.03358
22.75,-158,75,0.033726
1.0012,80.0003,40,0.033945
22.75,-158,100,0.034018
-30.3327,103.3085,44,0.0340545
35.7,-29.5,35,0.0340545
28.4996,-58.8374,145,0.0341275
-20.7092,176.3832,135.004,0.0341275
22.75,-158,100,0.034164
-22.6,-19.1,135,0.034237
-32.8089,12.7672,38,0.0342735
-11.9,-25,28,0.0343465
-22.6,-19.1,3,0.034383
-11.9,-25,18,0.0344195
-22.0008,170.0002,104.674,0.0344195
19.667,-46.1509,5,0.0344925
31.6335,-64.169,60,0.034529
-10.0143,160.3578,50.8,0.0346385
21.4689,-23.4542,30,0.034675
17.4274,-59.8286,37,0.034675
18,112.5,50,0.034675
-8.83,152.48,70,0.0347845
-37,-75.28,20,0.034821
-37.5,-75.7,50,0.034821
43.42,-8.44,1,0.0348575
11.3,-56.44,160,0.0348575
22.75,-158,100,0.0349305
22.75,-158,100,0.0349305
-12.9541,-28.9989,5,0.0349305
14.976,-31.958,90,0.0349305
26.8373,-56.0611,100,0.034967
28.4996,-58.8374,160,0.0350035
22.75,-158,125,0.03504
32.51,-120.5,10,0.03504
-15.916,-85.95,500,0.03504
2.363,91.847,35,0.03504
19.667,-46.1509,200,0.035259
0.9,-25.4,82,0.035259
22.75,-158,125,0.035405
30.8894,-11.4458,5,0.035405
21.8006,-58.0251,60,0.0355145
27.1681,-64.8632,120,0.0355145
-19.6772,160.4769,5,0.0355875
18.51,111.3162,1,0.035624
-16.7494,-85.4857,3.5,0.035624
-36.5,-73.07,1,0.035697
20.4422,-45.8806,110,0.0357335
-4,-85.832,200.2,0.03577
46.12,-124.91,150,0.0358065
22.8677,-44.5757,150,0.0358065
41.5095,-66.7733,3.1,0.0359525
41.5095,-66.7733,3.1,0.0359525
-11.9982,107.1203,109.24,0.035989
25.1601,-53.4018,5,0.0360255
-20.47,-178.52,800,0.0360255
8.014,155.006,10.2,0.036354
22.75,-158,125,0.036354
34.1367,18.4442,5,0.0365
27.798,-23.345,40,0.0365
27.648,-22.392,40,0.0365
32.0001,-139.0002,45,0.0365
24.25,-157.5,45,0.0365
-2,-23,20,0.0365
35.6,17.25,5,0.0365
-15.998,-79.5,500,0.0365
72.3823,-155.9961,34.5,0.0365
29.55,34.6,5,0.0365
29.8,34.8,5,0.0365
-4.49,146.05,30,0.0365
-8.25,152.5,70,0.0365
-5.503,152.1,70,0.0365
28.963,122.227,3.3,0.0365
-20.6892,-174.3867,182,0.0365365
-11.9,-25,3,0.0365365
-7.166,149.9987,101.4,0.036573
28.8744,-26.951,5,0.036573
22.75,-158,125,0.036573
0.001,-154.9999,50,0.036719
35.05,-20.8471,16,0.036792
11.996,-108.0603,5,0.037011
-26.9246,-21.4154,65,0.037084
18.15,84.36,25,0.0371205
32.322,-177.254,15,0.0371935
-21,-175,90,0.03723
0.001,88.006,132.0637,0.03723
-10,-85.833,149,0.03723
4.02,69,1,0.0372665
16.49,82.36,1,0.0373395
22.75,-158,125,0.037376
22.75,-158,100,0.037376
-20.73,174.27,800,0.037449
0,-85.832,150.6,0.037595
-2.001,82.002,18,0.037595
2.363,91.847,17,0.037595
23.0001,-25.9995,100,0.0376315
-20.5069,-177.1342,135,0.0377045
26.25,133.17,125.9,0.0377045
46.12,-124.91,40,0.0377045
22.75,-158,125,0.037887
29.1848,-15.4518,90,0.03796
-17.0669,152.2822,85,0.03796
-18.42,-163,650,0.03796
19.6631,-57.7934,60,0.0379965
-22.6,-19.1,59,0.0380695
-7.393,-4.905,115,0.038106
20.1,88.35,25,0.038179
0.001,83,17,0.038325
-27.9788,63.2477,47,0.0386535
-20.73,174.27,650,0.03869
22.75,-158,100,0.038763
18.72,108.224,30,0.038836
-20.47,-178.52,500,0.039128
-23.2884,-118.329,181.954,0.039128
-31.8221,-91.4432,124.336,0.039347
22.75,-158,100,0.0393835
29.4667,34.9167,300,0.03942
0.6001,145.0007,67,0.039493
-14.75,12.2,69.9476,0.039566
34.0583,-158,10,0.039639
0.3567,156.0018,60,0.039712
-26.1,-11.1,32,0.0398215
22.75,-158,125,0.0398945
-9.1878,162.6877,50.3,0.040004
-32.8089,12.7672,23,0.040004
-23.2884,-118.329,120.81,0.040077
34.1367,18.4442,75.5,0.04015
3.3354,-11.9468,100,0.04015
-5.0085,-1.95,90,0.04015
-4.0069,-0.0015,80,0.04015
-1.6664,-0.0006,80,0.04015
-0.7638,-0.0002,80,0.04015
2.985,1.2185,65,0.04015
72.3404,-155.3916,34.3,0.04015
72.4728,-155.4014,48.7,0.04015
40.355,-71.918,6,0.04015
0.0013,89.0015,1,0.04015
32.171,123.432,18,0.04015
-19.5244,-177.0533,135,0.0401865
19.6503,-54.6094,100,0.040223
-20.3936,-166.4397,187,0.0403325
-5.003,81.002,18,0.040515
-18.8061,152.2872,5,0.0406245
8.1414,-90.3625,5,0.0407705
-4.8645,-29.0073,5,0.0409165
39.7287,-72.0465,2.9,0.0409165
39.7287,-72.0465,2.9,0.0409165
-14.1995,-77.5004,170,0.040953
22.7783,-158.0817,200,0.040953
22.75,-158,125,0.0409895
22.75,-158,75,0.041099
-16.7279,-79.7753,50,0.0411355
-13.9333,-81.0036,198,0.0411355
29.9167,34.4667,1,0.0411355
22.75,-158,125,0.041172
0.9,-25.4,20,0.041172
-5.0002,96.9988,1,0.041245
0.001,91.998,120,0.041245
22.75,-158,125,0.041245
-9.9129,-99.9119,1,0.0413545
22.75,-158,100,0.0414275
22.75,-158,100,0.0414275
-19.98,-175.67,650,0.0415735
22.75,-158,100,0.04161
12,135,153,0.0417925
-10,-81.5,95,0.0417925
-36.5,-74.28,20,0.0417925
-20.73,174.27,500,0.041829
-17.0669,152.2822,30,0.0418655
-12,-85.833,450,0.041975
9.9977,85.0005,1,0.041975
-20.9889,163.1125,80,0.042048
-21.37,172.13,200,0.042121
-10.2509,-24.993,1,0.042194
31.6605,-64.1581,90,0.042267
-9.1878,162.6877,5.1,0.042413
-26.1,-11.1,129,0.0424495
-11.9,-25,50,0.0425955
22.75,-158,25,0.0425955
-29.103,-29.0018,5,0.0426685
-21.1572,-175.7525,135,0.042778
22.75,-158,100,0.0428145
29.9167,34.4667,20,0.0428145
17.83,-20.8915,3,0.0428875
14.5014,-26.0322,26,0.042924
30.1583,-64.4,80,0.042924
21.8006,-58.0251,120,0.0429605
0,159,100,0.0430335
-19.98,-175.67,800,0.0430335
21.8006,-58.0251,165,0.043143
30.746,-151.326,15,0.043143
13.92,-35.28,50,0.043362
8,143,75,0.0434715
11.996,-108.0603,42,0.0434715
19.6631,-57.7934,5,0.043508
22.75,-158,100,0.0435445
19.681,-63.6701,5,0.0435445
22.21,-156.35,100,0.043581
-6,-81.15,350,0.043581
17.5004,-25.2601,65,0.043727
-21.4574,-70.8757,3.4188,0.0437635
38.53,-20.354,12,0.0437635
34.1367,18.4442,12.5,0.0438
33.9698,18.5868,75.1,0.0438
20.52,-106.51,20,0.0438
-10,-100,70,0.0438
34,34.41,5,0.0438
-5.0169,-9.5219,90,0.0438
-6.0035,4.9948,50,0.0438
71.8323,-153.8164,39.9,0.0438
73.3051,-160.7791,20.3,0.0438
12.43,-40.14,15,0.0438
18,116.25,150,0.0438
0.001,83,1,0.0438
29.4667,34.9167,700,0.0438
14.5,-19.25,5,0.0438
30.4136,123.1806,23,0.0438
18,115.5,25,0.0438
-23.2884,-118.329,90.384,0.043873
-27.7004,-107.584,181.529,0.0439095
-18.6182,162.1162,70.169,0.0440555
20.1,88.35,100,0.0441285
17.61,83.76,25,0.0441285
16.49,82.36,5,0.0441285
16.4,82.5,25,0.0441285
5.058,90.448,1,0.044165
-18.63,162.12,500,0.044238
-19,164.9,500,0.044238
-10,-79,140,0.044311
-18.42,-166.06,15.561,0.0444205
-19.98,-175.67,500,0.0444935
4.9947,88.002,75.8131,0.04453
26.85,-31.62,148,0.0445665
-20.47,-178.52,650,0.0447125
22.75,-158,75,0.0448585
-20.7,176.4,650,0.0448585
31.6335,-64.169,100,0.044895
32.2003,-32.9999,13,0.044895
-23.2884,-118.329,199.625,0.045114
-17.2829,2.9767,100,0.0451505
-18.8061,152.2872,100,0.0451505
-37,-73.6,50,0.0452965
17.5001,-23.0313,60,0.0453695
22.75,-158,75,0.045479
11,-21.75,50,0.045552
-31.8221,-91.4432,79.81,0.045698
22.75,-158,100,0.045698
-20.95,178.65,800,0.045771
-9.9997,87.9958,82.242,0.0458805
10,68.75,29,0.045917
35.48,29.512,80,0.0460995
29.9167,34.4833,101.38,0.0460995
22.75,-158,125,0.0460995
-26.1,-11.1,3,0.0461725
36.9482,-73.7975,215.44,0.0461725
21.8006,-58.0251,120,0.0463185
-16.749,-78.001,500,0.046355
-18.27,-160,500,0.046428
19.6692,-61.0781,200,0.046428
23.33,-19.9927,16,0.046647
-27.7004,-107.584,150.104,0.0467565
-10,-79,55,0.0468295
29.4567,-158,10,0.047012
-9.06,-79.979,801.5,0.0470485
31.6605,-64.1581,65,0.047158
-18.42,-166.06,120,0.0471945
-18.42,-166.06,120,0.0471945
-20.7,176.4,200,0.0471945
-16.7279,-79.7753,2.6,0.0472675
-16.7279,-79.7753,78,0.0472675
22.75,-158,125,0.047304
22.75,-158,75,0.0474135
30.0033,-149.5999,25,0.04745
-17.165,-83.581,380.4,0.04745
-15.998,-79.5,400,0.04745
-16.333,-80.5,400,0.04745
-16.749,-78.001,501,0.04745
73.1359,-162.2986,71.3,0.04745
72,-151.8,35,0.04745
-2.9995,79.9989,1,0.04745
29.4667,34.9167,5,0.04745
-2,-85.833,100.8,0.047815
22.75,-158,125,0.0480705
-18.4608,-165.8863,183.111,0.0480705
-19.5244,-177.0533,85,0.048107
1.666,-85.833,321.2,0.04818
24.8595,-158.5685,125,0.0482165
22.75,-158,75,0.048326
-32.3035,-87.4258,39.981,0.0483625
20.54,87.9,25,0.0483625
-19.98,-175.67,200,0.048399
-21.37,172.13,800,0.0486545
-18.42,-166.06,15.561,0.0488005
4.9947,88.002,114.2821,0.0488005
-59,-170,7.66,0.04891
23.0001,-19.31,60,0.048983
22.75,-158,75,0.048983
19.6503,-54.6094,200,0.048983
-18.2682,-159.9992,58.677,0.0490195
-18.42,-166.06,150,0.0490925
31.6605,-64.1581,140,0.0491655
-19.48,-172.83,650,0.049202
22.75,-158,125,0.0492385
22.75,-158,45,0.049421
-9.9129,-99.9119,10,0.049421
23.0002,-16.8,5,0.0494575
-18.42,-166.06,90,0.0497495
-22,170,500,0.0497495
-11.0605,156.2155,52.8,0.0498225
35.48,29.512,150,0.049932
29.9167,34.4833,149.992,0.049932
-22.6,-19.1,19,0.0499685
22.75,-158,100,0.0502605
22.6785,-65.514,180,0.0503335
38.53,-20.354,3,0.0504795
22.75,-158,100,0.0504795
25.1293,125.6739,70,0.0505525
-20.4725,-170.6137,5,0.0505525
-10,-79,80,0.0506985
-4,-85.832,349.7,0.050735
0.001,83,34,0.050735
-30.3327,103.3085,4,0.0509175
-18.42,-166.06,180,0.0509175
-27.7004,-107.584,90.239,0.0509175
16.49,82.36,10,0.0509175
-21.6433,164.5094,90,0.050954
34.1367,18.4442,50.3,0.0511
30.5999,-140.0064,40,0.0511
70.5,-130,28.63,0.0511
5,-170,153,0.0511
73.1359,-162.2986,45.8,0.0511
73.7,-164,2,0.0511
-20,-100,177,0.0511
22.75,-158,125,0.0512095
22.75,-158,100,0.051246
-2.001,82.002,37,0.051465
28.4996,-58.8374,60,0.051465
-18.42,-166.06,120,0.051538
22.75,-158,75,0.0515745
19.6626,-51.7176,120,0.051611
8.014,155.006,60,0.0516475
-20.753,174.2672,91.336,0.0517205
22.75,-158,45,0.0517205
-8.8667,155.1167,150.9,0.051757
39.4063,-73.3486,2.1,0.0518665
39.4063,-73.3486,2.1,0.0518665
22.75,-158,125,0.0518665
22.75,-158,125,0.0519395
33.599,32.598,120,0.0521585
32.0843,-17.263,110,0.0521585
0.001,91.998,18,0.052195
0.001,91.998,36,0.052195
23.0002,-16.8,30,0.0523775
-11.9982,107.1203,77.201,0.0524505
-27.9788,63.2477,6,0.0524505
28.4996,-58.8374,100,0.052487
19.8994,-26.0004,80,0.0525235
22.75,-158,75,0.05256
29.9167,34.4667,10,0.05256
24.52,-109,30,0.05256
21.8006,-58.0251,5,0.0527425
29.4667,34.9167,120,0.052779
-20,72.55,1,0.052852
18,110,25,0.052925
22.75,-158,125,0.052998
-18.42,-166.06,15.103,0.0531075
-19.48,-172.83,500,0.053144
-22.6,-19.1,33,0.0531805
34.1852,22.161,8.1,0.05329
20.22,112.4052,1,0.0533265
-12.03,-81,125,0.053436
26.1094,-35.2673,5,0.0534725
-23.2884,-118.329,31.329,0.0534725
18,110,44,0.0535455
18,113.5,1,0.0535455
22.75,-158,100,0.053655
-18.42,-166.06,24.714,0.053728
17.5,-20.8003,34,0.053728
-10,-81.5,70,0.0537645
19.6692,-61.0781,140,0.053801
14.5014,-26.0322,7,0.053874
-18.42,-166.06,90,0.0540565
19.88,86.65,5,0.0541295
17.61,83.76,10,0.054312
15.59,80.9,50,0.054312
19.6682,-48.8725,120,0.0543485
0.001,91.998,60,0.054385
22.6785,-65.514,115,0.0544215
30.1583,-64.4,200,0.0545675
22.75,-158,75,0.05475
70.7,-136,3,0.05475
34.33,27.5,5,0.05475
-1.333,-23.0026,55,0.05475
2.9968,-23.0139,55,0.05475
2.001,-0.0005,50,0.05475
0.3353,4.9976,60,0.05475
-16.333,-80.5,150,0.05475
-16.75,-76,40,0.05475
5,-170,94,0.05475
0.9,-25.4,12,0.05475
-20.95,178.65,200,0.0549325
22.75,-158,100,0.055042
29.9167,34.4667,10,0.055115
20.4422,-45.8806,155,0.0551515
42.2279,-67.3129,24.1,0.055188
42.2279,-67.3129,24.1,0.055188
31.15,-20.7201,4,0.055261
-38.6362,150.4156,5,0.0552975
-0.9965,94.4995,1,0.05548
16.5493,-107.105,110,0.055553
31.95,-157.807,15,0.055553
-20,168,500,0.055772
-63,-170,7.66,0.055845
13.7779,-115.7674,98,0.05621
-15.916,-85.95,150,0.05621
31.6605,-64.1581,65,0.0562465
33.599,32.598,20,0.0563925
25.9234,-35.2373,18,0.056502
33.599,32.598,60,0.056502
19.6682,-48.8725,80,0.056575
-28.4363,-104.7483,120.289,0.056721
-33,5.9,15,0.056794
22.21,-156.35,125,0.0568305
8.62,-21.5,50,0.05694
22.75,-158,100,0.057086
-9.9717,153.2147,150.7,0.057305
-33,5.9,3,0.0574875
22.75,-158,75,0.0574875
-20,72.55,24,0.0574875
-28.6267,-11.8082,46,0.057524
25.6693,-65.0946,140,0.0575605
13.478,-58.186,160,0.057597
20.54,87.9,100,0.0577065
17.78,83.45,25,0.0577065
-18.42,-166.06,150,0.057743
17.5001,-23.0313,45,0.057743
-18.1689,157.1919,80,0.0579255
14.3,-49.15,200,0.057962
-20.73,174.27,200,0.0580715
39.1838,-72.7908,2.5,0.058108
39.1838,-72.7908,2.5,0.058108
-19.9993,-99.9948,10,0.0581445
33.599,32.598,150,0.058327
42.55,-19.8356,4,0.0584
22.75,-158,75,0.0584
71.2,-127.5,3.5,0.0584
29.9167,34.4667,720,0.0584
-5.0169,-9.5219,65,0.0584
-5.0085,-1.95,55,0.0584
0.3353,4.9976,30,0.0584
-2.5,5.0006,60,0.0584
-15.998,-79.5,300,0.0584
-16.333,-80.5,250,0.0584
72.4728,-155.4014,25,0.0584
-0.501,80.002,1,0.0584
29.4667,34.9167,500,0.0584
30.522,123.034,19.7,0.0584
-23,-100,1,0.0584
25.6693,-65.0946,50,0.058473
22.75,-158,75,0.058546
14.9978,87.9987,61.8152,0.0586555
9,-19.5,50,0.058692
22.75,-158,125,0.0587285
22.75,-158,75,0.0588015
-22,170,800,0.0588745
-32.3035,-87.4258,100.093,0.0589475
-9.9717,153.2147,50,0.0589475
-0.0003,165.0018,82,0.058984
11.3,-56.44,32,0.058984
-37.5,-74.02,50,0.059203
-18.63,162.12,200,0.059349
-19,164.9,200,0.059349
-20.3208,161.7333,45,0.059422
14.3,-56.45,200,0.0595315
25.57,-31.5,121,0.0597505
-33,5.9,9,0.0601155
22.75,-158,125,0.060225
28.5648,-64.6316,105,0.0602615
-33,5.9,26,0.0603345
-21.371,172.117,79.595,0.0603345
22.75,-158,75,0.060444
-18.42,-166.06,120,0.0605535
-26.0129,-113.9901,200.335,0.06059
-19.233,164.5813,106.425,0.0608455
-4.9052,152.8702,49.6,0.061174
-10,-100,50,0.06132
16.5493,-107.105,70,0.0615025
-0.0069,149.5058,100,0.061612
22.75,-158,125,0.061758
15,179,1,0.06205
70.7,-136,56.5,0.06205
3.3354,-11.9468,60,0.06205
2.0166,4.9926,80,0.06205
-17.165,-83.581,399.9,0.06205
-17.166,-83.583,45,0.06205
-15.916,-85.95,280,0.06205
72.1746,-156.2242,39.9,0.06205
72.3,-156.4,38,0.06205
29.4667,34.9167,100,0.06205
29.418,122.498,1,0.06205
30.9436,127.0369,29.6,0.06205
42.2279,-67.3129,48.2,0.06205
42.2279,-67.3129,48.2,0.06205
13.478,-58.186,200,0.0620865
0.0055,-170.0002,75,0.062269
11,143,100,0.062342
10,68.75,62,0.0623785
-5.003,81.002,37,0.062415
-18.42,-166.06,25.172,0.062415
-18.42,-166.06,24.714,0.062415
-58,-170,7.66,0.062415
22.75,-158,100,0.0624515
-32.8089,12.7672,5,0.06278
-60,-170,7.66,0.06278
19.6631,-57.7934,175,0.0628165
35.467,28.2,80,0.0628895
29.9167,34.4833,80.102,0.0628895
-13.999,-85.833,200.4,0.063145
-22,170,200,0.063218
-14.1062,-24.9905,21,0.063218
31.6335,-64.169,5,0.063218
20.497,116.4999,100,0.0632545
-13.25,0,20.1047,0.063291
-18.42,-163,200,0.063364
0.9,-25.4,37,0.063437
23.5866,-50.9101,120,0.063437
35.6683,14.1002,50,0.06351
22.75,-158,125,0.063583
31.1142,-10.6031,5,0.0636195
23.841,-159.239,45,0.063656
-8.9913,105.7403,1,0.0636925
-10,-79,120,0.064021
-11.3698,154.999,99.4,0.064094
19.8994,-26.0004,55,0.0641305
-20,72.55,86,0.0642765
11.3,-56.44,5,0.0643495
-32.9541,-81.6386,79.927,0.0645685
-16.299,-73.9007,240,0.064751
-20.7092,176.3832,89.582,0.06497
22.75,-158,100,0.06497
-20,168,200,0.0651525
-18.42,-166.06,70,0.0651525
19.667,-46.1509,140,0.065335
-29.6494,92.9858,6,0.0654445
17.5,-20.8003,20,0.0655175
-4.9052,152.8702,100.3,0.065554
-13.9333,-81.0036,14,0.0657
71.3,-132.5,57.4,0.0657
-0.6624,-10.0004,40,0.0657
2.0166,4.9926,40,0.0657
-16.749,-83.999,40,0.0657
-17.165,-83.581,299.9,0.0657
-15.999,-79.5,150,0.0657
29.4667,34.9167,300,0.0657
29.4667,34.9167,500,0.0657
27.999,123.752,30,0.0657
-8.8667,155.1167,50.3,0.0657
28.72,130.97,107.4667,0.0657365
-28.6267,-11.8082,5,0.0657365
23,-21.82,50,0.0659555
-20.47,-178.52,200,0.0661015
25.6693,-65.0946,200,0.066138
4.02,69,16,0.0663205
7.0013,89.7003,1,0.06643
34.3305,19.8187,5.1,0.06643
-30.6992,-95.8264,110.616,0.06643
0.001,88.006,45.423,0.0664665
-17.3327,162.9977,3.4,0.0664665
32.25,127.85,70,0.0666125
25.6693,-65.0946,105,0.0668315
-0.0069,149.5058,67,0.066941
9.9992,85.9994,1,0.06716
21.0664,-150.3526,6,0.067379
22.75,-158,125,0.067598
19.88,86.65,1,0.0679265
31.6605,-64.1581,40,0.0682915
-30.6992,-95.8264,89.948,0.0685105
22.75,-158,100,0.068547
-26.0129,-113.9901,111.45,0.06862
-20,72.55,10,0.068693
-19.4231,-175.1331,100,0.068693
9.9992,87.0009,1,0.068985
-18.4608,-165.8863,28.281,0.0690945
31.6335,-64.169,100,0.0691675
-10,-82,1,0.0691675
22.75,-158,125,0.0692405
-18.1877,-170.6658,82.169,0.06935
39.096,5.3422,49.4,0.06935
39.161,5.1518,5,0.06935
4.173,155.006,1,0.06935
34,-129,10,0.06935
-4.0069,-0.0015,40,0.06935
-16.333,-80.5,300,0.06935
29.4667,34.9167,300,0.06935
-11.3698,154.999,152.6,0.0693865
-23.2884,-118.329,4.101,0.0694595
18.06,84.38,75,0.069569
-37,-75.28,1,0.069642
-37.5,-77.81,10,0.069642
19.6626,-51.7176,165,0.069861
22.75,-158,75,0.0699705
22.75,-158,100,0.0700435
0.001,-154.9999,20,0.07008
30.1,-113.86,7,0.07008
-10,-91,5,0.07008
9.75,-20.65,5,0.07008
-17.3327,162.9977,50.1,0.070153
27.648,-22.392,25,0.0703355
-18.27,-160,800,0.070372
12.41,-27.25,5,0.070445
21.41,-17.8272,12,0.070445
27.937,155.019,21,0.0705545
22.75,-158,100,0.0706275
19.6626,-51.7176,80,0.0707005
8.014,155.006,31.1,0.0707735
29.9167,34.4667,10,0.07081
-5,-81.33,100.4,0.0709195
25.128,161.154,15,0.0710655
-11.5,-25,69.9476,0.0712115
-18.2497,3.7842,75,0.0712115
-68.3373,38.1736,64.285,0.071248
-18.8061,152.2872,50,0.071248
-17.0669,152.2822,5,0.0714305
22.75,-158,100,0.071613
18.0451,-133.2619,7,0.071759
30.1583,-64.4,80,0.071759
-18.42,-166.06,35.24,0.071832
-19.4982,-172.8077,85.371,0.07227
-18.42,-166.06,180,0.0725985
-3.22,152.29,75,0.072781
24,179,1,0.073
27.803,-23.33,40,0.073
2.4946,-23.0005,50,0.073
-0.6624,-10.0004,40,0.073
72.3914,-155.4027,60,0.073
75.4,-152,2,0.073
29.85,34.6,5,0.073
28.963,122.227,1,0.073
22.75,-158,75,0.0734745
22.75,-158,45,0.074095
29.9167,34.4667,200,0.074241
17.54,109.6481,1,0.07446
18.06,84.38,25,0.0747155
14.3,-49.15,150,0.074752
-17.5,-162.3305,1,0.074825
-6.1643,152.4998,178.2,0.0748615
-20.4685,-70.9619,30,0.0750075
-20.4685,-70.9619,115,0.0750075
30.1583,-64.4,5,0.075117
30.1583,-64.4,40,0.07519
-55.5,-170,7.66,0.07519
13.92,-35.28,15,0.0752265
-20,111.502,122.115,0.0752995
22.75,-158,125,0.075482
20.4989,118.4964,50,0.0756645
18.84,112.3706,1,0.07592
-10,-79,5,0.0759565
-20.1268,-123.4068,179.876,0.076139
-18.42,-166.06,35,0.076139
-19.9993,-99.9948,20,0.076285
-9.9129,-99.9119,30,0.0764675
31.6605,-64.1581,40,0.0765405
-37,-75.28,50,0.0766135
29.9167,34.4667,500,0.07665
-16.749,-83.999,300,0.07665
-15.998,-79.5,300,0.07665
-11.999,-85.834,150,0.07665
72.3823,-155.9961,54,0.07665
73.7,-164,25,0.07665
33.201,122.612,17,0.07665
31.993,125.504,30,0.07665
-20.01,-120,1,0.07665
22.75,-158,125,0.0766865
22.75,-158,125,0.076723
-18.27,-160,650,0.0768325
0.0013,179.9993,145,0.076942
-18.2682,-159.9992,173.946,0.077015
28.5648,-64.6316,150,0.077015
22.75,-158,100,0.077088
16.5493,-107.105,5,0.07738
11.2,-60.18,200,0.0777085
20.1408,-105.977,55,0.077745
-26.3677,-31.3955,60,0.0779275
-26.0129,-113.9901,20.676,0.0780005
-19.9992,-74.0006,108,0.0780005
-5.27,67.9,16,0.078037
17.78,83.45,10,0.07811
23.1,-36.4,24,0.078183
37.3017,-158,10,0.0782195
30.82,128.38,67.2333,0.0782925
31.75,127.5,82,0.078402
20.1,88.35,10,0.0784385
17.5,-33.5,25,0.0784385
22.75,-158,75,0.0784385
19.69,86.75,25,0.078475
22.6785,-65.514,140,0.0787305
23.841,-159.239,5,0.0788035
23.0002,-16.8,12,0.0788035
-31.8221,-91.4432,39.294,0.0788035
30.66,129.28,60,0.07884
17.33,110.6269,1,0.0791685
16.75,69,4,0.0791685
29.9167,34.4667,10,0.079205
-13.999,-85.833,100.1,0.079205
-26.0129,-113.9901,39.935,0.079205
22.75,-158,45,0.0792415
16.5493,-107.105,150,0.079351
23.8,133.15,128,0.079716
-32.3035,-87.4258,9.948,0.0797525
41.6901,-66.0876,24.1,0.079789
41.6901,-66.0876,24.1,0.079789
37.5144,-74.48,36.8,0.0798255
37.5144,-74.48,36.8,0.0798255
38.6,11.5,5,0.0803
-17.166,-83.583,150,0.0803
72.2926,-156.0274,28.1,0.0803
74.4627,-166.6172,1,0.0803
40.63,-67.942,6,0.0803
29.694,-117.054,67,0.0803
29.4667,34.9167,700,0.0803
27.798,-23.345,15,0.0804825
-20.4954,-171.5512,5,0.080519
-28.4363,-104.7483,150.393,0.08103
29.6833,-17.2881,3,0.081103
-5.27,67.9,1,0.0812125
22.75,-158,100,0.081249
-18.4608,-165.8863,16.804,0.0812855
14.4339,-28.7127,5,0.081395
29.4667,34.9167,120,0.081541
22.75,-158,125,0.081833
17.23,109.296,104,0.0819425
17.5,-33.5,46,0.082125
22.75,-158,100,0.082125
-6,-81.15,60,0.082344
-11.999,-85.834,130,0.08249
-14.75,12.2,40.6283,0.083074
-27.7004,-107.584,58.984,0.0831105
